"Step","Name: ml100k-bpr-dual3 - recall","Name: ml100k-bpr-dual3 - recall__MIN","Name: ml100k-bpr-dual3 - recall__MAX","Name: ml100k-bpr-dual2 - recall","Name: ml100k-bpr-dual2 - recall__MIN","Name: ml100k-bpr-dual2 - recall__MAX","Name: ml100k-bpr-random - recall","Name: ml100k-bpr-random - recall__MIN","Name: ml100k-bpr-random - recall__MAX","Name: ml100k-bpr-sim - recall","Name: ml100k-bpr-sim - recall__MIN","Name: ml100k-bpr-sim - recall__MAX","Name: ml100k-bpr-rb - recall","Name: ml100k-bpr-rb - recall__MIN","Name: ml100k-bpr-rb - recall__MAX","Name: ml100k-bpr-popularity-default - recall","Name: ml100k-bpr-popularity-default - recall__MIN","Name: ml100k-bpr-popularity-default - recall__MAX"
"10","0.12530749535619257","0.1250564787388925","0.12580952859079272","0.12488913432735914","0.12480546212159245","0.1250564787388925","0.09930217380390582","0.09930217380390582","0.09930217380390582","0.09332797831216426","0.09332797831216426","0.09332797831216426","0.10161152668306642","0.10161152668306642","0.10161152668306642","0.09317736834178422","0.09317736834178422","0.09317736834178422"
"11","0.12577605970848604","0.12455444550429239","0.12821928811687333","0.12599360744347943","0.12455444550429239","0.12671318841307294","0.10698328229328781","0.10698328229328781","0.10698328229328781","0.0915708619910638","0.0915708619910638","0.0915708619910638","0.10356945629800693","0.10356945629800693","0.10356945629800693","0.09418143481098448","0.09418143481098448","0.09418143481098448"
"12","0.1262111551784728","0.12525729203273256","0.12811888146995332","0.12756664491189315","0.12525729203273256","0.12872132135147346","0.11185300466890909","0.11185300466890909","0.11185300466890909","0.09398062151714444","0.09398062151714444","0.09398062151714444","0.10989507505396857","0.10989507505396857","0.10989507505396857","0.09684221095436518","0.09684221095436518","0.09684221095436518"
"13","0.1293572301153003","0.12917315126261358","0.12972538782067372","0.13000987332028047","0.12917315126261358","0.1304282343491139","0.11697374366183041","0.11697374366183041","0.11697374366183041","0.09623977107284502","0.09623977107284502","0.09623977107284502","0.1176765901902706","0.1176765901902706","0.1176765901902706","0.09940258045082584","0.09940258045082584","0.09940258045082584"
"14","0.13240289840520778","0.13203474069983434","0.13258697725789448","0.1325535083755878","0.13253677393443447","0.13258697725789448","0.11938350318791104","0.11938350318791104","0.11938350318791104","0.09664139766052512","0.09664139766052512","0.09664139766052512","0.12415281891661228","0.12415281891661228","0.12415281891661228","0.10572819920678748","0.10572819920678748","0.10572819920678748"
"15","0.13452817243168166","0.1334906370801747","0.13504694010743512","0.13390899810900814","0.13334002710979467","0.13504694010743512","0.123048345800492","0.123048345800492","0.123048345800492","0.09819770068778554","0.09819770068778554","0.09819770068778554","0.12721522164767307","0.12721522164767307","0.12721522164767307","0.111551784728149","0.111551784728149","0.111551784728149"
"16","0.13687099419314894","0.13579998995933532","0.13740649631005572","0.13616814766470872","0.13554897334203525","0.13740649631005572","0.1234499723881721","0.1234499723881721","0.1234499723881721","0.10020583362618606","0.10020583362618606","0.10020583362618606","0.13088006426025403","0.13088006426025403","0.13088006426025403","0.11787740348411065","0.11787740348411065","0.11787740348411065"
"17","0.1375738407215891","0.1365028364877755","0.1381093428384959","0.13569958331241527","0.13449470354937496","0.1381093428384959","0.12450424218083238","0.12450424218083238","0.12450424218083238","0.1027159997991867","0.1027159997991867","0.1027159997991867","0.1337918570209348","0.1337918570209348","0.1337918570209348","0.12480546212159245","0.12480546212159245","0.12480546212159245"
"18","0.13775791957427583","0.13665344645815553","0.13831015613233597","0.13610120990009536","0.13499673678397509","0.13831015613233597","0.1253576986796526","0.1253576986796526","0.1253576986796526","0.10542697926602741","0.10542697926602741","0.10542697926602741","0.13625181987047544","0.13625181987047544","0.13625181987047544","0.12907274461569357","0.12907274461569357","0.12907274461569357"
"19","0.13869504827886273","0.13675385310507557","0.1396656458657563","0.13755710628043577","0.1365028364877755","0.1396656458657563","0.1261107485315528","0.1261107485315528","0.1261107485315528","0.11059792158240876","0.11059792158240876","0.11059792158240876","0.13831015613233597","0.13831015613233597","0.13831015613233597","0.13057884431949396","0.13057884431949396","0.13057884431949396"
"20","0.14058604012918988","0.13831015613233597","0.14172398212761686","0.13928075371922954","0.1380591395150359","0.14172398212761686","0.12801847482303327","0.12801847482303327","0.12801847482303327","0.11486520407650987","0.11486520407650987","0.11486520407650987","0.1407199156584166","0.1407199156584166","0.1407199156584166","0.12972538782067372","0.12972538782067372","0.12972538782067372"
"21","0.1413558244222434","0.1404186957176565","0.14182438877453687","0.14031828907073648","0.1395652392188363","0.14182438877453687","0.12857071138109344","0.12857071138109344","0.12857071138109344","0.11913248657061097","0.11913248657061097","0.11913248657061097","0.1415231688337768","0.1415231688337768","0.1415231688337768","0.13158291078869422","0.13158291078869422","0.13158291078869422"
"22","0.1420586709506836","0.1407199156584166","0.14272804859681712","0.1420921398329903","0.14177418545107687","0.14272804859681712","0.12902254129223353","0.12902254129223353","0.12902254129223353","0.12365078568201215","0.12365078568201215","0.12365078568201215","0.1430292685375772","0.1430292685375772","0.1430292685375772","0.13208494402329435","0.13208494402329435","0.13208494402329435"
"23","0.1443680238298442","0.1430292685375772","0.1450374014759777","0.1437990528306307","0.14317987850795721","0.1450374014759777","0.13027762437873386","0.13027762437873386","0.13027762437873386","0.12711481500075306","0.12711481500075306","0.12711481500075306","0.14408353833023746","0.14408353833023746","0.14408353833023746","0.1327375872282745","0.1327375872282745","0.1327375872282745"
"24","0.1461586090332513","0.14468597821175763","0.14689492444399818","0.14498719815251768","0.14403333500677745","0.14689492444399818","0.1318841307294543","0.1318841307294543","0.1318841307294543","0.1284201014107134","0.1284201014107134","0.1284201014107134","0.14624228123901803","0.14624228123901803","0.14624228123901803","0.13419348360861488","0.13419348360861488","0.13419348360861488"
"25","0.14684472112053817","0.14553943471057784","0.14749736432551835","0.14612514015094466","0.14543902806365783","0.14749736432551835","0.1326873839048145","0.1326873839048145","0.1326873839048145","0.1311812842010141","0.1311812842010141","0.1311812842010141","0.1476981776193584","0.1476981776193584","0.1476981776193584","0.13429389025553493","0.13429389025553493","0.13429389025553493"
"26","0.14811653864819185","0.14684472112053817","0.14875244741201868","0.1479157253543518","0.14749736432551835","0.14875244741201868","0.13283799387519454","0.13283799387519454","0.13283799387519454","0.13258697725789448","0.13258697725789448","0.13258697725789448","0.14855163411817862","0.14855163411817862","0.14855163411817862","0.13489633013705507","0.13489633013705507","0.13489633013705507"
"27","0.1491708084408521","0.14799939756011848","0.14975651388121894","0.14794919423665848","0.14704553441437823","0.14975651388121894","0.13479592349013506","0.13479592349013506","0.13479592349013506","0.1338420603443948","0.1338420603443948","0.1338420603443948","0.15040915708619912","0.15040915708619912","0.15040915708619912","0.13569958331241527","0.13569958331241527","0.13569958331241527"
"28","0.15035895376273908","0.149957327175059","0.15055976705657914","0.1485851030004853","0.14759777097243837","0.15055976705657914","0.13635222651739545","0.13635222651739545","0.13635222651739545","0.13409307696169487","0.13409307696169487","0.13409307696169487","0.1514634268788594","0.1514634268788594","0.1514634268788594","0.13569958331241527","0.13569958331241527","0.13569958331241527"
"29","0.15077731479157253","0.1507605803504192","0.1508107836738792","0.15002426493967236","0.14965610723429892","0.1507605803504192","0.13670364978161553","0.13670364978161553","0.13670364978161553","0.13519755007781514","0.13519755007781514","0.13519755007781514","0.1515638335257794","0.1515638335257794","0.1515638335257794","0.13585019328279532","0.13585019328279532","0.13585019328279532"
"30","0.15186505346653947","0.15181485014307947","0.15196546011345952","0.15044262596850577","0.14975651388121894","0.15181485014307947","0.13765751292735579","0.13765751292735579","0.13765751292735579","0.13595059992971534","0.13595059992971534","0.13595059992971534","0.15216627340729957","0.15216627340729957","0.15216627340729957","0.13755710628043577","0.13755710628043577","0.13755710628043577"
"31","0.1519487256723062","0.15181485014307947","0.15201566343691952","0.15154709908462605","0.15131281690847934","0.15201566343691952","0.13760730960389578","0.13760730960389578","0.13760730960389578","0.1373060896631357","0.1373060896631357","0.1373060896631357","0.1535217631407199","0.1535217631407199","0.1535217631407199","0.1373562929865957","0.1373562929865957","0.1373562929865957"
"32","0.15315360543534648","0.15251769667151965","0.1534715598172599","0.15240055558344626","0.15186505346653947","0.1534715598172599","0.13856117274963603","0.13856117274963603","0.13856117274963603","0.13755710628043577","0.13755710628043577","0.13755710628043577","0.15447562628646017","0.15447562628646017","0.15447562628646017","0.13851096942617602","0.13851096942617602","0.13851096942617602"
"33","0.15250096223036633","0.1523168833776796","0.15286911993573973","0.15245075890690632","0.1523168833776796","0.15251769667151965","0.1404186957176565","0.1404186957176565","0.1404186957176565","0.13790852954465585","0.13790852954465585","0.13790852954465585","0.15452582960992017","0.15452582960992017","0.15452582960992017","0.1400170691299764","0.1400170691299764","0.1400170691299764"
"34","0.15300299546496643","0.15286911993573973","0.15327074652341985","0.15266830664189968","0.15256789999497966","0.15286911993573973","0.1399668658065164","0.1399668658065164","0.1399668658065164","0.13856117274963603","0.13856117274963603","0.13856117274963603","0.1549776595210603","0.1549776595210603","0.1549776595210603","0.14162357548069682","0.14162357548069682","0.14162357548069682"
"35","0.15472664290376023","0.15432501631608012","0.1549274561976003","0.15449236072761352","0.1542748129926201","0.1549274561976003","0.14132235553993674","0.14132235553993674","0.14132235553993674","0.13901300266077615","0.13901300266077615","0.13901300266077615","0.15432501631608012","0.15432501631608012","0.15432501631608012","0.14242682865605702","0.14242682865605702","0.14242682865605702"
"36","0.15599846043141388","0.1558311160198805","0.15608213263718057","0.15527887946182037","0.15487725287414028","0.15608213263718057","0.14177418545107687","0.14177418545107687","0.14177418545107687","0.1400170691299764","0.1400170691299764","0.1400170691299764","0.15527887946182037","0.15527887946182037","0.15527887946182037","0.14363170841909734","0.14363170841909734","0.14363170841909734"
"37","0.15650049366601404","0.15603192931372056","0.15673477584216075","0.15579764713757382","0.15532908278528038","0.15673477584216075","0.14267784527335708","0.14267784527335708","0.14267784527335708","0.13986645915959636","0.13986645915959636","0.13986645915959636","0.15718660575330087","0.15718660575330087","0.15718660575330087","0.14373211506601738","0.14373211506601738","0.14373211506601738"
"38","0.1570192613417675","0.15608213263718057","0.15748782569406095","0.1557809126964205","0.1549274561976003","0.15748782569406095","0.14267784527335708","0.14267784527335708","0.14267784527335708","0.14167377880415682","0.14167377880415682","0.14167377880415682","0.15743762237060094","0.15743762237060094","0.15743762237060094","0.14408353833023746","0.14408353833023746","0.14408353833023746"
"39","0.15737068460598758","0.15703599578292082","0.15804006225212108","0.1558311160198805","0.15522867613836036","0.15703599578292082","0.1438827250363974","0.1438827250363974","0.1438827250363974","0.14297906521411718","0.14297906521411718","0.14297906521411718","0.15713640242984087","0.15713640242984087","0.15713640242984087","0.14418394497715747","0.14418394497715747","0.14418394497715747"
"40","0.1574208879294476","0.1572870124002209","0.157688638987901","0.15688538581254077","0.15668457251870074","0.1572870124002209","0.14448516491791757","0.14448516491791757","0.14448516491791757","0.14207540539183694","0.14207540539183694","0.14207540539183694","0.15783924895828103","0.15783924895828103","0.15783924895828103","0.1438325217129374","0.1438325217129374","0.1438325217129374"
"41","0.15720334019445423","0.15673477584216075","0.15814046889904113","0.15793965560520104","0.15673477584216075","0.1585420954867212","0.14513780812289773","0.14513780812289773","0.14513780812289773","0.1430292685375772","0.1430292685375772","0.1430292685375772","0.1584416888398012","0.1584416888398012","0.1584416888398012","0.14428435162407752","0.14428435162407752","0.14428435162407752"
"42","0.15772210787020768","0.157688638987901","0.15778904563482102","0.15775557675251436","0.157688638987901","0.15778904563482102","0.14563984135749786","0.14563984135749786","0.14563984135749786","0.1431296751844972","0.1431296751844972","0.1431296751844972","0.157638435664441","0.157638435664441","0.157638435664441","0.1465937045032381","0.1465937045032381","0.1465937045032381"
"43","0.15785598339943438","0.15783924895828103","0.15788945228174106","0.15807353113442776","0.15783924895828103","0.15819067222250113","0.146141874592098","0.146141874592098","0.146141874592098","0.14363170841909734","0.14363170841909734","0.14363170841909734","0.15743762237060094","0.15743762237060094","0.15743762237060094","0.14664390782669812","0.14664390782669812","0.14664390782669812"
"44","0.15872617433940794","0.15869270545710126","0.15879311210402128","0.15792292116404774","0.15753802901752095","0.15869270545710126","0.146141874592098","0.146141874592098","0.146141874592098","0.14413374165369747","0.14413374165369747","0.14413374165369747","0.1580902655755811","0.1580902655755811","0.1580902655755811","0.14513780812289773","0.14513780812289773","0.14513780812289773"
"45","0.15869270545710124","0.1584918921632612","0.15879311210402128","0.1591947386917014","0.15879311210402128","0.15939555198554145","0.14634268788593804","0.14634268788593804","0.14634268788593804","0.14513780812289773","0.14513780812289773","0.14513780812289773","0.15899392539786134","0.15899392539786134","0.15899392539786134","0.1445855715648376","0.1445855715648376","0.1445855715648376"
"46","0.15926167645631473","0.15914453536824139","0.15949595863246147","0.16001472630821495","0.15914453536824139","0.16044982177820172","0.14669411115015815","0.14669411115015815","0.14669411115015815","0.14558963803403785","0.14558963803403785","0.14558963803403785","0.1591947386917014","0.1591947386917014","0.1591947386917014","0.14443496159445754","0.14443496159445754","0.14443496159445754"
"47","0.1593286142209281","0.15889351875094132","0.16019880516090165","0.15882658098632796","0.15879311210402128","0.15889351875094132","0.14609167126863798","0.14609167126863798","0.14609167126863798","0.14624228123901803","0.14624228123901803","0.14624228123901803","0.15944575530900146","0.15944575530900146","0.15944575530900146","0.1457904513278779","0.1457904513278779","0.1457904513278779"
"48","0.15922820757400807","0.15889351875094132","0.15989758522014158","0.15952942751476815","0.15889351875094132","0.15984738189668157","0.14674431447361816","0.14674431447361816","0.14674431447361816","0.1465435011797781","0.1465435011797781","0.1465435011797781","0.15814046889904113","0.15814046889904113","0.15814046889904113","0.14679451779707817","0.14679451779707817","0.14679451779707817"
"49","0.16003146074936828","0.15949595863246147","0.16029921180782167","0.1601318673962883","0.1600481951905216","0.16029921180782167","0.14679451779707817","0.14679451779707817","0.14679451779707817","0.14759777097243837","0.14759777097243837","0.14759777097243837","0.15804006225212108","0.15804006225212108","0.15804006225212108","0.1464932978563181","0.1464932978563181","0.1464932978563181"
"50","0.16038288401358836","0.16014860183744165","0.16085144836588183","0.16031594624897502","0.16014860183744165","0.1603996184547417","0.14799939756011848","0.14799939756011848","0.14799939756011848","0.1481500075304985","0.1481500075304985","0.1481500075304985","0.15819067222250113","0.15819067222250113","0.15819067222250113","0.14669411115015815","0.14669411115015815","0.14669411115015815"
"51","0.16050002510166175","0.15989758522014158","0.16170490486470204","0.16016533627859497","0.15989758522014158","0.16029921180782167","0.14789899091319844","0.14789899091319844","0.14789899091319844","0.14789899091319844","0.14789899091319844","0.14789899091319844","0.15899392539786134","0.15899392539786134","0.15899392539786134","0.14543902806365783","0.14543902806365783","0.14543902806365783"
"52","0.16050002510166173","0.1599979918670616","0.16150409157086199","0.16009839851398164","0.1599979918670616","0.16014860183744165","0.14840102414779857","0.14840102414779857","0.14840102414779857","0.14835082082433856","0.14835082082433856","0.14835082082433856","0.1588433154274813","0.1588433154274813","0.1588433154274813","0.14483658818213765","0.14483658818213765","0.14483658818213765"
"53","0.160215539602055","0.1595963652793815","0.16145388824740198","0.15993105410244826","0.1595963652793815","0.16009839851398164","0.14875244741201868","0.14875244741201868","0.14875244741201868","0.1488026507354787","0.1488026507354787","0.1488026507354787","0.15798985892866108","0.15798985892866108","0.15798985892866108","0.14553943471057784","0.14553943471057784","0.14553943471057784"
"54","0.16113593386548858","0.16090165168934184","0.16160449821778203","0.16076777616011514","0.16070083839550178","0.16090165168934184","0.14915407399969877","0.14915407399969877","0.14915407399969877","0.14900346402931874","0.14900346402931874","0.14900346402931874","0.1588433154274813","0.1588433154274813","0.1588433154274813","0.14629248456247804","0.14629248456247804","0.14629248456247804"
"55","0.1608012450424218","0.16029921180782167","0.16180531151162206","0.1610689961008752","0.16029921180782167","0.16145388824740198","0.1492042773231588","0.1492042773231588","0.1492042773231588","0.14835082082433856","0.14835082082433856","0.14835082082433856","0.15904412872132134","0.15904412872132134","0.15904412872132134","0.1465937045032381","0.1465937045032381","0.1465937045032381"
"56","0.16081797948357512","0.16070083839550178","0.16105226165972186","0.16126980939471527","0.16070083839550178","0.161554294894322","0.15035895376273908","0.15035895376273908","0.15035895376273908","0.14930468397007882","0.14930468397007882","0.14930468397007882","0.15909433204478138","0.15909433204478138","0.15909433204478138","0.14689492444399818","0.14689492444399818","0.14689492444399818"
"57","0.16133674715932864","0.16130327827702193","0.16140368492394197","0.16224040698160883","0.16130327827702193","0.1627089713339023","0.15101159696771926","0.15101159696771926","0.15101159696771926","0.14930468397007882","0.14930468397007882","0.14930468397007882","0.15934534866208144","0.15934534866208144","0.15934534866208144","0.14639289120939805","0.14639289120939805","0.14639289120939805"
"58","0.16066736951319513","0.16019880516090165","0.16160449821778203","0.16130327827702196","0.16019880516090165","0.1618555148350821","0.149957327175059","0.149957327175059","0.149957327175059","0.15126261358501933","0.15126261358501933","0.15126261358501933","0.15894372207440133","0.15894372207440133","0.15894372207440133","0.14619207791555802","0.14619207791555802","0.14619207791555802"
"59","0.16143715380624865","0.16105226165972186","0.16220693809930217","0.16172163930585537","0.16105226165972186","0.16205632812892212","0.15035895376273908","0.15035895376273908","0.15035895376273908","0.15055976705657914","0.15055976705657914","0.15055976705657914","0.15894372207440133","0.15894372207440133","0.15894372207440133","0.14689492444399818","0.14689492444399818","0.14689492444399818"
"60","0.16041635289589504","0.16014860183744165","0.16095185501280185","0.16111919942433525","0.16014860183744165","0.16160449821778203","0.15020834379235906","0.15020834379235906","0.15020834379235906","0.15015814046889905","0.15015814046889905","0.15015814046889905","0.1583914855163412","0.1583914855163412","0.1583914855163412","0.1464932978563181","0.1464932978563181","0.1464932978563181"
"61","0.16096858945395517","0.16070083839550178","0.16150409157086199","0.16173837374700872","0.16070083839550178","0.16225714142276218","0.1508107836738792","0.1508107836738792","0.1508107836738792","0.14985692052813895","0.14985692052813895","0.14985692052813895","0.1585420954867212","0.1585420954867212","0.1585420954867212","0.14604146794517797","0.14604146794517797","0.14604146794517797"
"62","0.1604832906605084","0.15984738189668157","0.16175510818816205","0.16175510818816205","0.15984738189668157","0.1627089713339023","0.15327074652341985","0.15327074652341985","0.15327074652341985","0.15111200361463928","0.15111200361463928","0.15111200361463928","0.15874290878056127","0.15874290878056127","0.15874290878056127","0.1464932978563181","0.1464932978563181","0.1464932978563181"
"63","0.16070083839550178","0.16009839851398164","0.1619057181585421","0.16116940274779523","0.16009839851398164","0.16170490486470204","0.15241729002459964","0.15241729002459964","0.15241729002459964","0.1507605803504192","0.1507605803504192","0.1507605803504192","0.1595963652793815","0.1595963652793815","0.1595963652793815","0.14714594106129825","0.14714594106129825","0.14714594106129825"
"64","0.16076777616011514","0.16029921180782167","0.16170490486470204","0.16170490486470204","0.16029921180782167","0.16240775139314223","0.15251769667151965","0.15251769667151965","0.15251769667151965","0.1522666800542196","0.1522666800542196","0.1522666800542196","0.1595963652793815","0.1595963652793815","0.1595963652793815","0.14604146794517797","0.14604146794517797","0.14604146794517797"
"65","0.16055022842512176","0.1603996184547417","0.16085144836588183","0.16180531151162206","0.1603996184547417","0.16250815804006224","0.15387318640494","0.15387318640494","0.15387318640494","0.15241729002459964","0.15241729002459964","0.15241729002459964","0.1592449420151614","0.1592449420151614","0.1592449420151614","0.14619207791555802","0.14619207791555802","0.14619207791555802"
"66","0.16108573054202854","0.16050002510166173","0.16225714142276218","0.1621400003346888","0.16050002510166173","0.16295998795120237","0.15402379637532004","0.15402379637532004","0.15402379637532004","0.1523168833776796","0.1523168833776796","0.1523168833776796","0.16029921180782167","0.16029921180782167","0.16029921180782167","0.14674431447361816","0.14674431447361816","0.14674431447361816"
"67","0.16048329066050837","0.16024900848436166","0.16095185501280185","0.1619893903643088","0.16024900848436166","0.16285958130428235","0.15367237311109996","0.15367237311109996","0.15367237311109996","0.1526683066418997","0.1526683066418997","0.1526683066418997","0.15984738189668157","0.15984738189668157","0.15984738189668157","0.14609167126863798","0.14609167126863798","0.14609167126863798"
"68","0.16065063507204178","0.16024900848436166","0.16145388824740198","0.16215673477584217","0.16024900848436166","0.16311059792158242","0.15397359305186004","0.15397359305186004","0.15397359305186004","0.15276871328881972","0.15276871328881972","0.15276871328881972","0.16009839851398164","0.16009839851398164","0.16009839851398164","0.14609167126863798","0.14609167126863798","0.14609167126863798"
"69","0.16001472630821492","0.1595963652793815","0.16085144836588183","0.16280937798082232","0.1595963652793815","0.16441588433154275","0.1550278628445203","0.1550278628445203","0.1550278628445203","0.15407399969878005","0.15407399969878005","0.15407399969878005","0.1585420954867212","0.1585420954867212","0.1585420954867212","0.14584065465133791","0.14584065465133791","0.14584065465133791"
"70","0.16132001271817528","0.16100205833626186","0.1619559214820021","0.16224040698160885","0.16100205833626186","0.16285958130428235","0.15673477584216075","0.15673477584216075","0.15673477584216075","0.15377277975801998","0.15377277975801998","0.15377277975801998","0.15934534866208144","0.15934534866208144","0.15934534866208144","0.14584065465133791","0.14584065465133791","0.14584065465133791"
"71","0.1611526683066419","0.16029921180782167","0.16285958130428235","0.1617718426293154","0.16029921180782167","0.16250815804006224","0.1557307093729605","0.1557307093729605","0.1557307093729605","0.15412420302224009","0.15412420302224009","0.15412420302224009","0.15879311210402128","0.15879311210402128","0.15879311210402128","0.1457402480044179","0.1457402480044179","0.1457402480044179"
"72","0.16105226165972186","0.16014860183744165","0.16285958130428235","0.16249142359890892","0.16014860183744165","0.16366283447964255","0.1569355891360008","0.1569355891360008","0.1569355891360008","0.15382298308147999","0.15382298308147999","0.15382298308147999","0.15954616195592147","0.15954616195592147","0.15954616195592147","0.14548923138711783","0.14548923138711783","0.14548923138711783"
"73","0.16115266830664188","0.16024900848436166","0.16295998795120237","0.1625248924812156","0.16024900848436166","0.16366283447964255","0.15673477584216075","0.15673477584216075","0.15673477584216075","0.15442542296300016","0.15442542296300016","0.15442542296300016","0.15989758522014158","0.15989758522014158","0.15989758522014158","0.14609167126863798","0.14609167126863798","0.14609167126863798"
"74","0.16108573054202854","0.16044982177820172","0.16235754806968222","0.162792643539669","0.16044982177820172","0.16396405442040263","0.15738741904714093","0.15738741904714093","0.15738741904714093","0.15412420302224009","0.15412420302224009","0.15412420302224009","0.15914453536824139","0.15914453536824139","0.15914453536824139","0.14543902806365783","0.14543902806365783","0.14543902806365783"
"75","0.16073430727780846","0.16009839851398164","0.16200612480546212","0.16264203356928894","0.16009839851398164","0.16391385109694262","0.15778904563482102","0.15778904563482102","0.15778904563482102","0.1549274561976003","0.1549274561976003","0.1549274561976003","0.1591947386917014","0.1591947386917014","0.1591947386917014","0.14528841809327778","0.14528841809327778","0.14528841809327778"
"76","0.16163796710008868","0.16050002510166173","0.16391385109694262","0.162842846863129","0.16050002510166173","0.16401425774386263","0.15834128219288116","0.15834128219288116","0.15834128219288116","0.15588131934334054","0.15588131934334054","0.15588131934334054","0.1599477885436016","0.1599477885436016","0.1599477885436016","0.14518801144635776","0.14518801144635776","0.14518801144635776"
"77","0.16175510818816205","0.16135348160048196","0.16255836136352225","0.1629265190688957","0.16135348160048196","0.16371303780310256","0.15798985892866108","0.15798985892866108","0.15798985892866108","0.15477684622722024","0.15477684622722024","0.15477684622722024","0.15979717857322154","0.15979717857322154","0.15979717857322154","0.1457904513278779","0.1457904513278779","0.1457904513278779"
"78","0.16138695048278864","0.16065063507204178","0.16285958130428235","0.16319427012734908","0.16065063507204178","0.16446608765500276","0.15864250213364126","0.15864250213364126","0.15864250213364126","0.1557809126964205","0.1557809126964205","0.1557809126964205","0.15944575530900146","0.15944575530900146","0.15944575530900146","0.14679451779707817","0.14679451779707817","0.14679451779707817"
