"Step","Name: ml100k-bpr-dual3 - recall","Name: ml100k-bpr-dual3 - recall__MIN","Name: ml100k-bpr-dual3 - recall__MAX","Name: ml100k-bpr-dual2 - recall","Name: ml100k-bpr-dual2 - recall__MIN","Name: ml100k-bpr-dual2 - recall__MAX","Name: ml100k-bpr-random - recall","Name: ml100k-bpr-random - recall__MIN","Name: ml100k-bpr-random - recall__MAX","Name: ml100k-bpr-sim - recall","Name: ml100k-bpr-sim - recall__MIN","Name: ml100k-bpr-sim - recall__MAX","Name: ml100k-bpr-rb - recall","Name: ml100k-bpr-rb - recall__MIN","Name: ml100k-bpr-rb - recall__MAX","Name: ml100k-bpr-popularity-default - recall","Name: ml100k-bpr-popularity-default - recall__MIN","Name: ml100k-bpr-popularity-default - recall__MAX"
"79","0.16091838613049517","0.16009839851398164","0.16255836136352225","0.16280937798082232","0.16009839851398164","0.16416486771424268","0.15874290878056127","0.15874290878056127","0.15874290878056127","0.1549274561976003","0.1549274561976003","0.1549274561976003","0.15954616195592147","0.15954616195592147","0.15954616195592147","0.14639289120939805","0.14639289120939805","0.14639289120939805"
"80","0.16148735712970866","0.16055022842512173","0.16336161453888248","0.16312733236273574","0.16055022842512173","0.16441588433154275","0.15909433204478138","0.15909433204478138","0.15909433204478138","0.15633314925448064","0.15633314925448064","0.15633314925448064","0.16055022842512173","0.16055022842512173","0.16055022842512173","0.1453888247401978","0.1453888247401978","0.1453888247401978"
"81","0.16175510818816205","0.16105226165972186","0.16316080124504242","0.16259183024582893","0.16105226165972186","0.16336161453888248","0.15904412872132134","0.15904412872132134","0.15904412872132134","0.15663436919524074","0.15663436919524074","0.15663436919524074","0.1599979918670616","0.1599979918670616","0.1599979918670616","0.14604146794517797","0.14604146794517797","0.14604146794517797"
"82","0.16133674715932864","0.16060043174858177","0.16280937798082232","0.16264203356928897","0.16060043174858177","0.16366283447964255","0.1588433154274813","0.1588433154274813","0.1588433154274813","0.1561825392841006","0.1561825392841006","0.1561825392841006","0.16014860183744165","0.16014860183744165","0.16014860183744165","0.14518801144635776","0.14518801144635776","0.14518801144635776"
"83","0.16254162692236893","0.16200612480546212","0.16361263115618255","0.16287631574543568","0.16200612480546212","0.16331141121542245","0.15954616195592147","0.15954616195592147","0.15954616195592147","0.15738741904714093","0.15738741904714093","0.15738741904714093","0.15989758522014158","0.15989758522014158","0.15989758522014158","0.14619207791555802","0.14619207791555802","0.14619207791555802"
"84","0.1617718426293154","0.1612028716301019","0.16290978462774236","0.16250815804006224","0.1612028716301019","0.16316080124504242","0.15899392539786134","0.15899392539786134","0.15899392539786134","0.15623274260756062","0.15623274260756062","0.15623274260756062","0.16090165168934184","0.16090165168934184","0.16090165168934184","0.14604146794517797","0.14604146794517797","0.14604146794517797"
"85","0.1616881704235487","0.1611526683066419","0.1627591746573623","0.16339508342118914","0.1611526683066419","0.16451629097846276","0.16009839851398164","0.16009839851398164","0.16009839851398164","0.1568853858125408","0.1568853858125408","0.1568853858125408","0.1603996184547417","0.1603996184547417","0.1603996184547417","0.14704553441437823","0.14704553441437823","0.14704553441437823"
"86","0.16153756045316867","0.1608012450424218","0.16301019127466237","0.16334488009772916","0.1608012450424218","0.1646166976253828","0.15949595863246147","0.15949595863246147","0.15949595863246147","0.15648375922486069","0.15648375922486069","0.15648375922486069","0.1595963652793815","0.1595963652793815","0.1595963652793815","0.1464430945328581","0.1464430945328581","0.1464430945328581"
"87","0.1618220459527754","0.16165470154124204","0.16215673477584217","0.16312733236273577","0.16165470154124204","0.1638636477734826","0.16024900848436166","0.16024900848436166","0.16024900848436166","0.1565841658717807","0.1565841658717807","0.1565841658717807","0.1603996184547417","0.1603996184547417","0.1603996184547417","0.1472965510316783","0.1472965510316783","0.1472965510316783"
"88","0.16200612480546212","0.16150409157086199","0.16301019127466237","0.16304366015696906","0.16150409157086199","0.1638134444500226","0.1603494151312817","0.1603494151312817","0.1603494151312817","0.1565841658717807","0.1565841658717807","0.1565841658717807","0.16050002510166173","0.16050002510166173","0.16050002510166173","0.1473969576785983","0.1473969576785983","0.1473969576785983"
"89","0.16152082601201534","0.16095185501280185","0.1626587680104423","0.16403099218501602","0.16095185501280185","0.16557056077112306","0.1600481951905216","0.1600481951905216","0.1600481951905216","0.15793965560520107","0.15793965560520107","0.15793965560520107","0.16130327827702193","0.16130327827702193","0.16130327827702193","0.1464430945328581","0.1464430945328581","0.1464430945328581"
"90","0.16190571815854207","0.1611526683066419","0.1634118178623425","0.16329467677426915","0.1611526683066419","0.16436568100808274","0.15989758522014158","0.15989758522014158","0.15989758522014158","0.157738842311361","0.157738842311361","0.157738842311361","0.16165470154124204","0.16165470154124204","0.16165470154124204","0.14754756764897836","0.14754756764897836","0.14754756764897836"
"91","0.16158776377662867","0.1611024649831819","0.16255836136352225","0.16321100456850243","0.1611024649831819","0.1642652743611627","0.16135348160048196","0.16135348160048196","0.16135348160048196","0.15698579245946082","0.15698579245946082","0.15698579245946082","0.16050002510166173","0.16050002510166173","0.16050002510166173","0.14589085797479792","0.14589085797479792","0.14589085797479792"
"92","0.16173837374700872","0.16105226165972186","0.16311059792158242","0.16342855230349582","0.16105226165972186","0.1646166976253828","0.16100205833626186","0.16100205833626186","0.16100205833626186","0.157638435664441","0.157638435664441","0.157638435664441","0.16014860183744165","0.16014860183744165","0.16014860183744165","0.14664390782669812","0.14664390782669812","0.14664390782669812"
"93","0.16172163930585537","0.16019880516090165","0.16476730759576283","0.16250815804006224","0.16019880516090165","0.16366283447964255","0.1612028716301019","0.1612028716301019","0.1612028716301019","0.1573372157236809","0.1573372157236809","0.1573372157236809","0.16095185501280185","0.16095185501280185","0.16095185501280185","0.14639289120939805","0.14639289120939805","0.14639289120939805"
"94","0.16250815804006224","0.16180531151162206","0.16391385109694262","0.16287631574543568","0.16180531151162206","0.1634118178623425","0.16044982177820172","0.16044982177820172","0.16044982177820172","0.15723680907676088","0.15723680907676088","0.15723680907676088","0.16070083839550178","0.16070083839550178","0.16070083839550178","0.14589085797479792","0.14589085797479792","0.14589085797479792"
"95","0.16165470154124204","0.16100205833626186","0.16295998795120237","0.1626085646869823","0.16100205833626186","0.1634118178623425","0.16140368492394197","0.16140368492394197","0.16140368492394197","0.15748782569406095","0.15748782569406095","0.15748782569406095","0.16175510818816205","0.16175510818816205","0.16175510818816205","0.14533862141673778","0.14533862141673778","0.14533862141673778"
"96","0.16285958130428235","0.1619559214820021","0.16466690094884281","0.16285958130428235","0.1619559214820021","0.16331141121542245","0.16200612480546212","0.16200612480546212","0.16200612480546212","0.15778904563482102","0.15778904563482102","0.15778904563482102","0.16060043174858177","0.16060043174858177","0.16060043174858177","0.14594106129825796","0.14594106129825796","0.14594106129825796"
"97","0.162842846863129","0.1619559214820021","0.1646166976253828","0.1633281456565758","0.1619559214820021","0.16401425774386263","0.1611526683066419","0.1611526683066419","0.1611526683066419","0.15723680907676088","0.15723680907676088","0.15723680907676088","0.161554294894322","0.161554294894322","0.161554294894322","0.14699533109091822","0.14699533109091822","0.14699533109091822"
"98","0.16272570577505563","0.1619559214820021","0.1642652743611627","0.16379671000886922","0.1619559214820021","0.16471710427230282","0.16180531151162206","0.16180531151162206","0.16180531151162206","0.15753802901752095","0.15753802901752095","0.15753802901752095","0.16050002510166173","0.16050002510166173","0.16050002510166173","0.14639289120939805","0.14639289120939805","0.14639289120939805"
"99","0.1620897970112288","0.161554294894322","0.16316080124504242","0.1635958967150292","0.161554294894322","0.1646166976253828","0.1607510417189618","0.1607510417189618","0.1607510417189618","0.1580902655755811","0.1580902655755811","0.1580902655755811","0.1607510417189618","0.1607510417189618","0.1607510417189618","0.14664390782669812","0.14664390782669812","0.14664390782669812"
