"Step","Name: ml100k-bpr-dual3 - precision","Name: ml100k-bpr-dual3 - precision__MIN","Name: ml100k-bpr-dual3 - precision__MAX","Name: ml100k-bpr-dual2 - precision","Name: ml100k-bpr-dual2 - precision__MIN","Name: ml100k-bpr-dual2 - precision__MAX","Name: ml100k-bpr-random - precision","Name: ml100k-bpr-random - precision__MIN","Name: ml100k-bpr-random - precision__MAX","Name: ml100k-bpr-sim - precision","Name: ml100k-bpr-sim - precision__MIN","Name: ml100k-bpr-sim - precision__MAX","Name: ml100k-bpr-rb - precision","Name: ml100k-bpr-rb - precision__MIN","Name: ml100k-bpr-rb - precision__MAX","Name: ml100k-bpr-popularity-default - precision","Name: ml100k-bpr-popularity-default - precision__MIN","Name: ml100k-bpr-popularity-default - precision__MAX"
"10","0.26468716861081654","0.2641569459172853","0.2657476139978791","0.2638034641215978","0.26362672322375397","0.2641569459172853","0.2097560975609756","0.2097560975609756","0.2097560975609756","0.19713679745493107","0.19713679745493107","0.19713679745493107","0.2146341463414634","0.2146341463414634","0.2146341463414634","0.1968186638388123","0.1968186638388123","0.1968186638388123"
"11","0.2656769176387416","0.2630965005302227","0.2708377518557794","0.2661364439731354","0.2630965005302227","0.26765641569459175","0.22598091198303288","0.22598091198303288","0.22598091198303288","0.1934252386002121","0.1934252386002121","0.1934252386002121","0.21876988335100742","0.21876988335100742","0.21876988335100742","0.19893955461293744","0.19893955461293744","0.19893955461293744"
"12","0.26659597030752913","0.26458112407211026","0.2706256627783669","0.2694591728525981","0.26458112407211026","0.271898197242842","0.23626723223753976","0.23626723223753976","0.23626723223753976","0.1985153764581124","0.1985153764581124","0.1985153764581124","0.23213149522799575","0.23213149522799575","0.23213149522799575","0.20455991516436903","0.20455991516436903","0.20455991516436903"
"13","0.27324142806645463","0.27285259809119833","0.2740190880169671","0.2746200070696359","0.27285259809119833","0.2755037115588547","0.24708377518557795","0.24708377518557795","0.24708377518557795","0.20328738069989397","0.20328738069989397","0.20328738069989397","0.24856839872746553","0.24856839872746553","0.24856839872746553","0.20996818663838812","0.20996818663838812","0.20996818663838812"
"14","0.2796747967479675","0.2788971367974549","0.28006362672322377","0.27999293036408623","0.2799575821845175","0.28006362672322377","0.25217391304347825","0.25217391304347825","0.25217391304347825","0.20413573700954402","0.20413573700954402","0.20413573700954402","0.26224814422057263","0.26224814422057263","0.26224814422057263","0.22332979851537646","0.22332979851537646","0.22332979851537646"
"15","0.28416401555319903","0.28197242841993636","0.28525980911983034","0.2828561329091552","0.2816542948038176","0.28525980911983034","0.259915164369035","0.259915164369035","0.259915164369035","0.20742311770943797","0.20742311770943797","0.20742311770943797","0.26871686108165427","0.26871686108165427","0.26871686108165427","0.23563096500530223","0.23563096500530223","0.23563096500530223"
"16","0.2891127606928243","0.28685047720042417","0.29024390243902437","0.2876281371509367","0.2863202545068929","0.29024390243902437","0.260763520678685","0.260763520678685","0.260763520678685","0.21166489925768822","0.21166489925768822","0.21166489925768822","0.276458112407211","0.276458112407211","0.276458112407211","0.24899257688229057","0.24899257688229057","0.24899257688229057"
"17","0.2905973842347119","0.2883351007423118","0.291728525980912","0.2866383881230117","0.2840933191940615","0.291728525980912","0.26299045599151644","0.26299045599151644","0.26299045599151644","0.21696712619300107","0.21696712619300107","0.21696712619300107","0.2826086956521739","0.2826086956521739","0.2826086956521739","0.26362672322375397","0.26362672322375397","0.26362672322375397"
"18","0.2909862142099682","0.28865323435843054","0.292152704135737","0.2874867444326617","0.28515376458112407","0.292152704135737","0.2647932131495228","0.2647932131495228","0.2647932131495228","0.22269353128313893","0.22269353128313893","0.22269353128313893","0.28780487804878047","0.28780487804878047","0.28780487804878047","0.2726405090137858","0.2726405090137858","0.2726405090137858"
"19","0.2929657122658183","0.28886532343584304","0.29501590668080596","0.29056203605514314","0.2883351007423118","0.29501590668080596","0.26638388123011664","0.26638388123011664","0.26638388123011664","0.23361611876988336","0.23361611876988336","0.23361611876988336","0.292152704135737","0.292152704135737","0.292152704135737","0.2758218451749735","0.2758218451749735","0.2758218451749735"
"20","0.29696005655708735","0.292152704135737","0.29936373276776246","0.2942028985507246","0.2916224814422057","0.29936373276776246","0.2704135737009544","0.2704135737009544","0.2704135737009544","0.24262990455991518","0.24262990455991518","0.24262990455991518","0.2972428419936373","0.2972428419936373","0.2972428419936373","0.2740190880169671","0.2740190880169671","0.2740190880169671"
"21","0.29858607281724986","0.2966065747613998","0.29957582184517495","0.29639448568398724","0.2948038176033934","0.29957582184517495","0.2715800636267232","0.2715800636267232","0.2715800636267232","0.251643690349947","0.251643690349947","0.251643690349947","0.2989395546129374","0.2989395546129374","0.2989395546129374","0.27794273594909863","0.27794273594909863","0.27794273594909863"
"22","0.3000706963591375","0.2972428419936373","0.3014846235418876","0.300141392718275","0.29946977730646873","0.3014846235418876","0.2725344644750795","0.2725344644750795","0.2725344644750795","0.26118769883351006","0.26118769883351006","0.26118769883351006","0.30212089077412513","0.30212089077412513","0.30212089077412513","0.2790031813361612","0.2790031813361612","0.2790031813361612"
"23","0.30494874513962533","0.30212089077412513","0.3063626723223754","0.30374690703428775","0.3024390243902439","0.3063626723223754","0.27518557794273596","0.27518557794273596","0.27518557794273596","0.2685047720042418","0.2685047720042418","0.2685047720042418","0.30434782608695654","0.30434782608695654","0.30434782608695654","0.28038176033934253","0.28038176033934253","0.28038176033934253"
"24","0.30873100035348183","0.3056203605514316","0.3102863202545069","0.30625662778366913","0.30424178154825027","0.3102863202545069","0.27857900318133616","0.27857900318133616","0.27857900318133616","0.27126193001060445","0.27126193001060445","0.27126193001060445","0.30890774125132553","0.30890774125132553","0.30890774125132553","0.28345705196182397","0.28345705196182397","0.28345705196182397"
"25","0.3101802757158007","0.307423117709438","0.311558854718982","0.30866030399434424","0.30721102863202543","0.311558854718982","0.28027571580063626","0.28027571580063626","0.28027571580063626","0.27709437963944855","0.27709437963944855","0.27709437963944855","0.311983032873807","0.311983032873807","0.311983032873807","0.28366914103923646","0.28366914103923646","0.28366914103923646"
"26","0.3128667373630258","0.31018027571580065","0.3142099681866384","0.3124425592082008","0.311558854718982","0.3142099681866384","0.280593849416755","0.280593849416755","0.280593849416755","0.28006362672322377","0.28006362672322377","0.28006362672322377","0.31378579003181334","0.31378579003181334","0.31378579003181334","0.2849416755037116","0.2849416755037116","0.2849416755037116"
"27","0.3150936726758572","0.31261930010604455","0.3163308589607635","0.3125132555673383","0.3106044538706257","0.3163308589607635","0.28472958642629903","0.28472958642629903","0.28472958642629903","0.28271474019088016","0.28271474019088016","0.28271474019088016","0.31770943796394485","0.31770943796394485","0.31770943796394485","0.2866383881230117","0.2866383881230117","0.2866383881230117"
"28","0.31760339342523863","0.31675503711558856","0.3180275715800636","0.3138564863909508","0.3117709437963945","0.3180275715800636","0.288016967126193","0.288016967126193","0.288016967126193","0.2832449628844115","0.2832449628844115","0.2832449628844115","0.31993637327677626","0.31993637327677626","0.31993637327677626","0.2866383881230117","0.2866383881230117","0.2866383881230117"
"29","0.3184870979144574","0.31845174973488866","0.31855779427359493","0.3168964298338635","0.316118769883351","0.31845174973488866","0.2887592788971368","0.2887592788971368","0.2887592788971368","0.2855779427359491","0.2855779427359491","0.2855779427359491","0.32014846235418876","0.32014846235418876","0.32014846235418876","0.28695652173913044","0.28695652173913044","0.28695652173913044"
"30","0.32078472958642634","0.32067868504772007","0.32099681866383883","0.31778013432308233","0.3163308589607635","0.32067868504772007","0.2907741251325557","0.2907741251325557","0.2907741251325557","0.28716861081654294","0.28716861081654294","0.28716861081654294","0.3214209968186638","0.3214209968186638","0.3214209968186638","0.29056203605514314","0.29056203605514314","0.29056203605514314"
"31","0.32096147048427004","0.32067868504772007","0.32110286320254505","0.32011311417462","0.3196182396606575","0.32110286320254505","0.2906680805938494","0.2906680805938494","0.2906680805938494","0.2900318133616119","0.2900318133616119","0.2900318133616119","0.32428419936373276","0.32428419936373276","0.32428419936373276","0.29013785790031815","0.29013785790031815","0.29013785790031815"
"32","0.32350653941322016","0.3221633085896076","0.3241781548250265","0.3219158713326264","0.3207847295864263","0.3241781548250265","0.2926829268292683","0.2926829268292683","0.2926829268292683","0.29056203605514314","0.29056203605514314","0.29056203605514314","0.3262990455991516","0.3262990455991516","0.3262990455991516","0.29257688229056206","0.29257688229056206","0.29257688229056206"
"33","0.3221279604100389","0.3217391304347826","0.3229056203605514","0.3220219158713326","0.3217391304347826","0.3221633085896076","0.2966065747613998","0.2966065747613998","0.2966065747613998","0.29130434782608694","0.29130434782608694","0.29130434782608694","0.3264050901378579","0.3264050901378579","0.3264050901378579","0.2957582184517497","0.2957582184517497","0.2957582184517497"
"34","0.32318840579710145","0.3229056203605514","0.3237539766702015","0.32248144220572644","0.3222693531283139","0.3229056203605514","0.2956521739130435","0.2956521739130435","0.2956521739130435","0.2926829268292683","0.2926829268292683","0.2926829268292683","0.3273594909862142","0.3273594909862142","0.3273594909862142","0.29915164369034997","0.29915164369034997","0.29915164369034997"
"35","0.32682926829268294","0.32598091198303286","0.327253446447508","0.3263343937787204","0.32587486744432664","0.327253446447508","0.2985153764581124","0.2985153764581124","0.2985153764581124","0.2936373276776246","0.2936373276776246","0.2936373276776246","0.32598091198303286","0.32598091198303286","0.32598091198303286","0.30084835630965007","0.30084835630965007","0.30084835630965007"
"36","0.32951572993990813","0.32916224814422057","0.3296924708377519","0.3279957582184518","0.3271474019088017","0.3296924708377519","0.29946977730646873","0.29946977730646873","0.29946977730646873","0.2957582184517497","0.2957582184517497","0.2957582184517497","0.3279957582184517","0.3279957582184517","0.3279957582184517","0.3033934252386002","0.3033934252386002","0.3033934252386002"
"37","0.3305761753269707","0.3295864262990456","0.3310710498409332","0.32909155178508304","0.328101802757158","0.3310710498409332","0.3013785790031813","0.3013785790031813","0.3013785790031813","0.29544008483563095","0.29544008483563095","0.29544008483563095","0.3320254506892895","0.3320254506892895","0.3320254506892895","0.30360551431601274","0.30360551431601274","0.30360551431601274"
"38","0.331671968893602","0.3296924708377519","0.33266171792152704","0.32905620360551435","0.327253446447508","0.33266171792152704","0.3013785790031813","0.3013785790031813","0.3013785790031813","0.2992576882290562","0.2992576882290562","0.2992576882290562","0.33255567338282077","0.33255567338282077","0.33255567338282077","0.30434782608695654","0.30434782608695654","0.30434782608695654"
"39","0.3324142806645458","0.33170731707317075","0.3338282078472959","0.32916224814422057","0.3278897136797455","0.33170731707317075","0.3039236479321315","0.3039236479321315","0.3039236479321315","0.30201484623541885","0.30201484623541885","0.30201484623541885","0.33191940615058324","0.33191940615058324","0.33191940615058324","0.30455991516436903","0.30455991516436903","0.30455991516436903"
"40","0.33252032520325203","0.332237539766702","0.3330858960763521","0.331389183457052","0.33096500530222694","0.332237539766702","0.30519618239660656","0.30519618239660656","0.30519618239660656","0.30010604453870626","0.30010604453870626","0.30010604453870626","0.33340402969247085","0.33340402969247085","0.33340402969247085","0.30381760339342523","0.30381760339342523","0.30381760339342523"
"41","0.33206079886885825","0.3310710498409332","0.3340402969247084","0.3336161187698834","0.3310710498409332","0.33488865323435846","0.3065747613997879","0.3065747613997879","0.3065747613997879","0.30212089077412513","0.30212089077412513","0.30212089077412513","0.3346765641569459","0.3346765641569459","0.3346765641569459","0.3047720042417815","0.3047720042417815","0.3047720042417815"
"42","0.33315659243548956","0.3330858960763521","0.3332979851537646","0.33322728879462704","0.3330858960763521","0.3332979851537646","0.30763520678685047","0.30763520678685047","0.30763520678685047","0.3023329798515376","0.3023329798515376","0.3023329798515376","0.3329798515376458","0.3329798515376458","0.3329798515376458","0.30965005302226933","0.30965005302226933","0.30965005302226933"
"43","0.33343937787203953","0.33340402969247085","0.33351007423117707","0.33389890420643337","0.33340402969247085","0.33414634146341465","0.30869565217391304","0.30869565217391304","0.30869565217391304","0.3033934252386002","0.3033934252386002","0.3033934252386002","0.33255567338282077","0.33255567338282077","0.33255567338282077","0.3097560975609756","0.3097560975609756","0.3097560975609756"
"44","0.33527748320961476","0.3352067868504772","0.3354188759278897","0.33358077059031466","0.3327677624602333","0.3352067868504772","0.30869565217391304","0.30869565217391304","0.30869565217391304","0.30445387062566276","0.30445387062566276","0.30445387062566276","0.3339342523860021","0.3339342523860021","0.3339342523860021","0.3065747613997879","0.3065747613997879","0.3065747613997879"
"45","0.33520678685047717","0.3347826086956522","0.3354188759278897","0.33626723223753974","0.3354188759278897","0.3366914103923648","0.3091198303287381","0.3091198303287381","0.3091198303287381","0.3065747613997879","0.3065747613997879","0.3065747613997879","0.33584305408271475","0.33584305408271475","0.33584305408271475","0.3054082714740191","0.3054082714740191","0.3054082714740191"
"46","0.33640862495581475","0.3361611876988335","0.3369034994697773","0.33799929303640863","0.3361611876988335","0.3389183457051962","0.3098621420996819","0.3098621420996819","0.3098621420996819","0.3075291622481442","0.3075291622481442","0.3075291622481442","0.3362672322375398","0.3362672322375398","0.3362672322375398","0.30509013785790035","0.30509013785790035","0.30509013785790035"
"47","0.3365500176740898","0.3356309650053022","0.3383881230116649","0.33548957228702725","0.3354188759278897","0.3356309650053022","0.30858960763520676","0.30858960763520676","0.30858960763520676","0.30890774125132553","0.30890774125132553","0.30890774125132553","0.33679745493107105","0.33679745493107105","0.33679745493107105","0.30795334040296923","0.30795334040296923","0.30795334040296923"
"48","0.3363379285966772","0.3356309650053022","0.33775185577942735","0.3369741958289148","0.3356309650053022","0.3376458112407211","0.3099681866383881","0.3099681866383881","0.3099681866383881","0.3095440084835631","0.3095440084835631","0.3095440084835631","0.3340402969247084","0.3340402969247084","0.3340402969247084","0.3100742311770944","0.3100742311770944","0.3100742311770944"
"49","0.33803464121597737","0.3369034994697773","0.3386002120890774","0.33824673029338986","0.3380699893955461","0.3386002120890774","0.3100742311770944","0.3100742311770944","0.3100742311770944","0.3117709437963945","0.3117709437963945","0.3117709437963945","0.3338282078472959","0.3338282078472959","0.3338282078472959","0.30943796394485684","0.30943796394485684","0.30943796394485684"
"50","0.3387769529869211","0.33828207847295866","0.3397667020148462","0.33863556026864616","0.33828207847295866","0.3388123011664899","0.31261930010604455","0.31261930010604455","0.31261930010604455","0.3129374337221633","0.3129374337221633","0.3129374337221633","0.33414634146341465","0.33414634146341465","0.33414634146341465","0.3098621420996819","0.3098621420996819","0.3098621420996819"
"51","0.33902439024390246","0.33775185577942735","0.3415694591728526","0.33831742665252734","0.33775185577942735","0.3386002120890774","0.312407211028632","0.312407211028632","0.312407211028632","0.312407211028632","0.312407211028632","0.312407211028632","0.33584305408271475","0.33584305408271475","0.33584305408271475","0.30721102863202543","0.30721102863202543","0.30721102863202543"
"52","0.33902439024390246","0.3379639448568399","0.34114528101802755","0.3381760339342524","0.3379639448568399","0.33828207847295866","0.3134676564156946","0.3134676564156946","0.3134676564156946","0.31336161187698836","0.31336161187698836","0.31336161187698836","0.335524920466596","0.335524920466596","0.335524920466596","0.30593849416755037","0.30593849416755037","0.30593849416755037"
"53","0.33842347119123367","0.3371155885471898","0.34103923647932133","0.3378225521385649","0.3371155885471898","0.3381760339342524","0.3142099681866384","0.3142099681866384","0.3142099681866384","0.31431601272534465","0.31431601272534465","0.31431601272534465","0.3337221633085896","0.3337221633085896","0.3337221633085896","0.307423117709438","0.307423117709438","0.307423117709438"
"54","0.340367621067515","0.3398727465535525","0.3413573700954401","0.3395899611170024","0.33944856839872745","0.3398727465535525","0.31505832449628846","0.31505832449628846","0.31505832449628846","0.3147401908801697","0.3147401908801697","0.3147401908801697","0.335524920466596","0.335524920466596","0.335524920466596","0.3090137857900318","0.3090137857900318","0.3090137857900318"
"55","0.33966065747614","0.3386002120890774","0.34178154825026513","0.34022622834924005","0.3386002120890774","0.34103923647932133","0.3151643690349947","0.3151643690349947","0.3151643690349947","0.31336161187698836","0.31336161187698836","0.31336161187698836","0.33594909862142097","0.33594909862142097","0.33594909862142097","0.30965005302226933","0.30965005302226933","0.30965005302226933"
"56","0.33969600565570873","0.33944856839872745","0.34019088016967125","0.34065040650406503","0.33944856839872745","0.3412513255567338","0.3176033934252386","0.3176033934252386","0.3176033934252386","0.3153764581124072","0.3153764581124072","0.3153764581124072","0.33605514316012725","0.33605514316012725","0.33605514316012725","0.3102863202545069","0.3102863202545069","0.3102863202545069"
"57","0.34079179922234","0.34072110286320256","0.34093319194061505","0.3427006009190527","0.34072110286320256","0.3436903499469777","0.3189819724284199","0.3189819724284199","0.3189819724284199","0.3153764581124072","0.3153764581124072","0.3153764581124072","0.33658536585365856","0.33658536585365856","0.33658536585365856","0.30922587486744435","0.30922587486744435","0.30922587486744435"
"58","0.33937787203958997","0.3383881230116649","0.3413573700954401","0.3407211028632025","0.3383881230116649","0.34188759278897135","0.31675503711558856","0.31675503711558856","0.31675503711558856","0.3195121951219512","0.3195121951219512","0.3195121951219512","0.3357370095440085","0.3357370095440085","0.3357370095440085","0.3088016967126193","0.3088016967126193","0.3088016967126193"
"59","0.3410038882997526","0.34019088016967125","0.34262990455991515","0.3416048073524213","0.34019088016967125","0.3423117709437964","0.3176033934252386","0.3176033934252386","0.3176033934252386","0.3180275715800636","0.3180275715800636","0.3180275715800636","0.3357370095440085","0.3357370095440085","0.3357370095440085","0.3102863202545069","0.3102863202545069","0.3102863202545069"
"60","0.33884764934605877","0.33828207847295866","0.33997879109225876","0.34033227288794626","0.33828207847295866","0.3413573700954401","0.3172852598091198","0.3172852598091198","0.3172852598091198","0.3171792152704136","0.3171792152704136","0.3171792152704136","0.33457051961823964","0.33457051961823964","0.33457051961823964","0.30943796394485684","0.30943796394485684","0.30943796394485684"
"61","0.34001413927182744","0.33944856839872745","0.34114528101802755","0.3416401555319901","0.33944856839872745","0.34273594909862143","0.31855779427359493","0.31855779427359493","0.31855779427359493","0.316542948038176","0.316542948038176","0.316542948038176","0.33488865323435846","0.33488865323435846","0.33488865323435846","0.30848356309650055","0.30848356309650055","0.30848356309650055"
"62","0.3389890420643337","0.3376458112407211","0.34167550371155886","0.34167550371155886","0.3376458112407211","0.3436903499469777","0.3237539766702015","0.3237539766702015","0.3237539766702015","0.31919406150583246","0.31919406150583246","0.31919406150583246","0.33531283138918344","0.33531283138918344","0.33531283138918344","0.30943796394485684","0.30943796394485684","0.30943796394485684"
"63","0.33944856839872745","0.3381760339342524","0.3419936373276776","0.34043831742665254","0.3381760339342524","0.3415694591728526","0.32195121951219513","0.32195121951219513","0.32195121951219513","0.31845174973488866","0.31845174973488866","0.31845174973488866","0.3371155885471898","0.3371155885471898","0.3371155885471898","0.3108165429480382","0.3108165429480382","0.3108165429480382"
"64","0.3395899611170025","0.3386002120890774","0.3415694591728526","0.3415694591728526","0.3386002120890774","0.3430540827147402","0.3221633085896076","0.3221633085896076","0.3221633085896076","0.32163308589607637","0.32163308589607637","0.32163308589607637","0.3371155885471898","0.3371155885471898","0.3371155885471898","0.30848356309650055","0.30848356309650055","0.30848356309650055"
"65","0.3391304347826087","0.3388123011664899","0.3397667020148462","0.34178154825026513","0.3388123011664899","0.3432661717921527","0.32502651113467657","0.32502651113467657","0.32502651113467657","0.32195121951219513","0.32195121951219513","0.32195121951219513","0.336373276776246","0.336373276776246","0.336373276776246","0.3088016967126193","0.3088016967126193","0.3088016967126193"
"66","0.3402615765288088","0.33902439024390246","0.34273594909862143","0.34248851184164014","0.33902439024390246","0.34422057264050904","0.32534464475079533","0.32534464475079533","0.32534464475079533","0.3217391304347826","0.3217391304347826","0.3217391304347826","0.3386002120890774","0.3386002120890774","0.3386002120890774","0.3099681866383881","0.3099681866383881","0.3099681866383881"
"67","0.3389890420643337","0.33849416755037115","0.33997879109225876","0.3421703782255214","0.33849416755037115","0.3440084835630965","0.3246023329798515","0.3246023329798515","0.3246023329798515","0.3224814422057264","0.3224814422057264","0.3224814422057264","0.3376458112407211","0.3376458112407211","0.3376458112407211","0.30858960763520676","0.30858960763520676","0.30858960763520676"
"68","0.33934252386002123","0.33849416755037115","0.34103923647932133","0.3425238600212089","0.33849416755037115","0.3445387062566278","0.32523860021208906","0.32523860021208906","0.32523860021208906","0.32269353128313893","0.32269353128313893","0.32269353128313893","0.3381760339342524","0.3381760339342524","0.3381760339342524","0.30858960763520676","0.30858960763520676","0.30858960763520676"
"69","0.3379992930364086","0.3371155885471898","0.3397667020148462","0.34390243902439027","0.3371155885471898","0.3472958642629905","0.32746553552492047","0.32746553552492047","0.32746553552492047","0.3254506892895016","0.3254506892895016","0.3254506892895016","0.33488865323435846","0.33488865323435846","0.33488865323435846","0.3080593849416755","0.3080593849416755","0.3080593849416755"
"70","0.34075645104277125","0.34008483563096503","0.3420996818663839","0.3427006009190527","0.34008483563096503","0.3440084835630965","0.3310710498409332","0.3310710498409332","0.3310710498409332","0.3248144220572641","0.3248144220572641","0.3248144220572641","0.33658536585365856","0.33658536585365856","0.33658536585365856","0.3080593849416755","0.3080593849416755","0.3080593849416755"
"71","0.3404029692470838","0.3386002120890774","0.3440084835630965","0.3417108518911276","0.3386002120890774","0.3432661717921527","0.3289501590668081","0.3289501590668081","0.3289501590668081","0.3255567338282078","0.3255567338282078","0.3255567338282078","0.3354188759278897","0.3354188759278897","0.3354188759278897","0.307847295864263","0.307847295864263","0.307847295864263"
"72","0.3401908801696713","0.33828207847295866","0.3440084835630965","0.3432308236125839","0.33828207847295866","0.3457051961823966","0.3314952279957582","0.3314952279957582","0.3314952279957582","0.3249204665959703","0.3249204665959703","0.3249204665959703","0.33700954400848354","0.33700954400848354","0.33700954400848354","0.3073170731707317","0.3073170731707317","0.3073170731707317"
"73","0.3404029692470838","0.33849416755037115","0.34422057264050904","0.34330151997172137","0.33849416755037115","0.3457051961823966","0.3310710498409332","0.3310710498409332","0.3310710498409332","0.3261930010604454","0.3261930010604454","0.3261930010604454","0.33775185577942735","0.33775185577942735","0.33775185577942735","0.30858960763520676","0.30858960763520676","0.30858960763520676"
"74","0.3402615765288088","0.3389183457051962","0.3429480381760339","0.34386709084482153","0.3389183457051962","0.3463414634146341","0.33244962884411455","0.33244962884411455","0.33244962884411455","0.3255567338282078","0.3255567338282078","0.3255567338282078","0.3361611876988335","0.3361611876988335","0.3361611876988335","0.30721102863202543","0.30721102863202543","0.30721102863202543"
"75","0.3395192647578649","0.3381760339342524","0.3422057264050901","0.3435489572287027","0.3381760339342524","0.3462354188759279","0.3332979851537646","0.3332979851537646","0.3332979851537646","0.327253446447508","0.327253446447508","0.327253446447508","0.3362672322375398","0.3362672322375398","0.3362672322375398","0.30689289501590666","0.30689289501590666","0.30689289501590666"
"76","0.34142806645457763","0.33902439024390246","0.3462354188759279","0.34397313538352775","0.33902439024390246","0.3464475079533404","0.3344644750795334","0.3344644750795334","0.3344644750795334","0.32926829268292684","0.32926829268292684","0.32926829268292684","0.3378579003181336","0.3378579003181336","0.3378579003181336","0.30668080593849417","0.30668080593849417","0.30668080593849417"
"77","0.3416755037115588","0.3408271474019088","0.34337221633085896","0.3441498762813715","0.3408271474019088","0.34581124072110286","0.3337221633085896","0.3337221633085896","0.3337221633085896","0.32693531283138916","0.32693531283138916","0.32693531283138916","0.33753976670201485","0.33753976670201485","0.33753976670201485","0.30795334040296923","0.30795334040296923","0.30795334040296923"
"78","0.3408978437610463","0.33934252386002123","0.3440084835630965","0.34471544715447155","0.33934252386002123","0.3474019088016967","0.33510074231177095","0.33510074231177095","0.33510074231177095","0.3290562036055143","0.3290562036055143","0.3290562036055143","0.33679745493107105","0.33679745493107105","0.33679745493107105","0.3100742311770944","0.3100742311770944","0.3100742311770944"
"79","0.3399080947331212","0.3381760339342524","0.34337221633085896","0.34390243902439027","0.3381760339342524","0.34676564156945916","0.33531283138918344","0.33531283138918344","0.33531283138918344","0.327253446447508","0.327253446447508","0.327253446447508","0.33700954400848354","0.33700954400848354","0.33700954400848354","0.30922587486744435","0.30922587486744435","0.30922587486744435"
